"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2026/03/08","マクドナルドモバイルオーダー(ポイント利用分)","290","d払い","未分類","未分類","","0","_av48LG5Ha05hwb1NcHw67QZh993hDE1m8oyfXXVQU0"
"1","2026/03/08","マクドナルドモバイルオーダー","-150","d払い","食費","外食","","0","d_-rBZYQ-2MbCJrAnrP5jSayvzyckj4jned_aBy9zAI"
"1","2026/03/08","マクドナルドモバイルオーダー(ポイント利用分)","150","d払い","未分類","未分類","","0","mLHgSgP_VN8tVBrPR7wQsDerluIfz27dq2QqGNG82Vs"
"1","2026/03/08","楽天24 ベビー館","-3900","楽天カード","未分類","未分類","","0","6BBd9td-uOPabhKoS0WulZmh4H9Lsbt0GO3RJD7NlQY"
"1","2026/03/08","ポイント","1940","Amazon.co.jp","未分類","未分類","","0","cVV06ZHx3JWnb87sdojFyj_92FH9WDcWT4IQBEkTQ2k"
"1","2026/03/08","日本で一番美しい県は岩手県である 販売: Amazon Services International LLC","-1940","Amazon.co.jp","未分類","未分類","","0","r0cyyuC9cAPbImDa7litgoJ1rhfmZ_GAJEXBJw0Marw"
"1","2026/03/07","マイバスケツト","-753","楽天カード","食費","食料品","","0","8CVVDWvtNSZvyeOWPg7ZVxrUuUzr6QL_DMk35rLRPG8"
"1","2026/03/07","東京地下鉄 東陽町駅 オートチャージ(モバイル)","-5000","VIEW CARD","現金・カード","電子マネー","","0","RcYxG7Zs3fCUBNPCt2BOZs40DHRdhk4EsVpCRuxyZ8Y"
"1","2026/03/07","Barbie Clinic","-25300","麻梨奈三井住友カード","未分類","未分類","","0","btKwcZZtFWDA3cyV3dyF4lHeX_aMRgqa7JEvKwd_DLk"
"1","2026/03/06","株式会社Luup","-530","VIEW CARD","交通費","交通費","","0","a-nFVxUMGBjnnRkwqVLLzV6CtpLK5_obgcbr4LQU-CA"
"1","2026/03/06","株式会社Luup","-370","VIEW CARD","交通費","交通費","","0","DeepgUT8j_xXRoONguwo7iTKRlSLY-KlP7BVgpa0sWg"
"1","2026/03/06","Amazonギフト券・Amazonショッピングカードの金額","12246","Amazon.co.jp","未分類","未分類","","0","7U6u4I4IQKGJFSDE9p3hxWOim7oqMO9QJDbN3nRy-4c"
"1","2026/03/06","腕時計ケース付きメタルウォッチバンド Casio対応 カシオ対応 G-SHOCK対応 GX56 GX-56BB GWX56 GWX-56BB メンズブレスレットストラップ 腕時計ベゼル316ステンレススチールMODキット レトロ(GX-56 / GXW-56、ブラック) 販売: Timepiece MOD Store","-12246","Amazon.co.jp","未分類","未分類","","0","VRM2m-vbleDQFJ6yMuPGJ50ogeztR0AKUvE2yAkPT0c"
"1","2026/03/05","JR東日本モバイルSuica","-3000","麻梨奈三井住友カード","交通費","電車","","0","p99chHHIoAEFEDMHdMgXorJ6ElHjsy2ve2Cy6ZlQ1pc"
"1","2026/03/05","Amazonギフト券・Amazonショッピングカードの金額","6930","Amazon.co.jp","未分類","未分類","","0","0HVzUz5H3TYemUbPrGfZpvAhp4QgrQIjUDOxW1PbB4Y"
"1","2026/03/05","KREAFUNK (クレアファンク) aGO II (シェイディーグリーン) ワイヤレススピーカー Bluetooth5.1 IPX5レベル 防水 お風呂 小型 軽量 USB 国内正規品 販売: モダニティストア","-6930","Amazon.co.jp","未分類","未分類","","0","RQvWF7DcPSpKTgPFyH6A3Pyjxu3jeN5oa74arf-pftw"
"1","2026/03/05","Amazonギフト券・Amazonショッピングカードの金額","9305","Amazon.co.jp","未分類","未分類","","0","YRii9wWv60z-tmlB0gba-fFgTSa6CrQk31uiCC_hYu8"
"1","2026/03/05","ROCCAT ゲーミングマウス Kone Air ワイヤレス 2.4GHz/Bluetooth ブラック/黒 電池寿命800時間/19K/オプティカルスイッチ/サイドボタン/サイドグリップ/119g(乾電池1個) 販売: Amazon.co.jp","-9305","Amazon.co.jp","未分類","未分類","","0","BRHkjWGiZo4JjKX3yDv_u-LxUEgrZEkCjA4Z6zXJcGE"
"1","2026/03/05","Amazonギフト券・Amazonショッピングカードの金額","6273","Amazon.co.jp","未分類","未分類","","0","bf-D0gvxcxCHdh9ENeXQO6hf2ATyayNecWP1HSrkkU8"
"1","2026/03/05","【任天堂ライセンス商品】PowerA パワーエー エンハンスド・ワイヤレスコントローラー for Nintendo Switch - ホワイト【国内正規品 2年保証】1518390JP-02 販売: Amazon.co.jp","-6273","Amazon.co.jp","未分類","未分類","","0","wMCfxxw_gS6quJPEEWR7NX_RXRK92hTHbLqKogawREY"
"1","2026/03/05","Amazonギフト券・Amazonショッピングカードの金額","6000","Amazon.co.jp","未分類","未分類","","0","ilCf3W6sIGAr3Hk89fuswhwML65FAZ3pn_hDOrOkLr8"
"1","2026/03/05","K&F Concept レンズマウントアダプター KF-P67P645 (ペンタックス67マウントレンズ → ペンタックス645マウント変換) 販売: 焦点工房","-6000","Amazon.co.jp","未分類","未分類","","0","405C8qHkSZxWeyFz7CBOyn1V53RJC9O56zbRTzpINpQ"
"1","2026/03/05","GU MODE楽天市場店 【スーパーSALE限定!11800円→5157円】【ジャンル賞受賞】ベビーサークル 滑り止め 1セット2個 ベビーサークル スタンド 専用固定パーツ 固定 パーツ ベビーサークル用 ベビーサークル部品 ベビー 子供 プレイペン ホワイト 1年保証 GU MODE","-5157","楽天市場(my Rakuten)","食費","食料品","","0","gfo06iUjUtly1fFuEoSIDGxodv9jC3aZQurcBr2k8hw"
"1","2026/03/05","楽天24 ベビー館 クーポン利用(【楽天モバイル春得祭】楽天24グループ店いずれかの店舗で使える300円OFFクーポン)","300","楽天市場(my Rakuten)","未分類","未分類","","0","7hO_py4pD1JX_LctezNVsXmVpOALFk0-ptfRCaGZV7o"
"1","2026/03/05","楽天24 ベビー館 ミルトン CP(60錠*3箱セット)【ミルトン】","-4200","楽天市場(my Rakuten)","未分類","未分類","","0","w8H9mav-MkO4hdw1m8vC3WbwlVpfVhnLAOxuriXIYak"
"1","2026/03/05","楽天24 ベビー館 明治ほほえみ らくらくキューブ(60袋入×4セット(1袋27g))【明治ほほえみ】","-21400","楽天市場(my Rakuten)","未分類","未分類","","0","hFfoxz8XNwoA8ZCvdixGeFslzKn6JVPX5EHeBk-vqdg"
"1","2026/03/04","キユ-テン","-2860","楽天カード","衣服・美容","化粧品","","0","l3uZpWBB667pBt22RAdnDSYCQhpfrUcPZFWShDelBmE"
"1","2026/03/04","キユ-テン","-3652","楽天カード","衣服・美容","化粧品","","0","DvNWPHW9TtLmZRy5j2XI-bZya2PE3zytK1qksaIt3hY"
"1","2026/03/04","キューテン","-3028","楽天カード","未分類","未分類","","0","2leYedG3aJen7MxXkz9vkLM7_d_FgM7v9T_8y5MEJjw"
"0","2026/03/04","ラクテンショウケンカブシキガイシャ (自動スイ-プ)","4500","RB1","未分類","未分類","","1","tzudSrueDT3T09CrlhcrK7_YpoPabJpjeU3K4ku6q2g"
"0","2026/03/04","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","kLPZY2IK6u-7uvRfxEup-VxkeRjZF8l_4HaE5khIzIU"
"1","2026/03/04","Amazonギフト券・Amazonショッピングカードの金額","63140","Amazon.co.jp","未分類","未分類","","0","axiwGKu37gYSc5rPIFQfKpv2IIgUyjtn6b0kYJS024E"
"1","2026/03/04","PROMASTER [Citizen] 腕時計 プロマスター CB5006-02L メンズ ブラック 販売: Amazon.co.jp","-63140","Amazon.co.jp","未分類","未分類","","0","DwnVccjy29_Oz_dIpXQZOw8w6HmuxBo4MtXZeikYWWE"
"1","2026/03/04","Amazonギフト券・Amazonショッピングカードの金額","16940","Amazon.co.jp","未分類","未分類","","0","T7Qs01Iui5Y7tPbsYtu7LDUFLNgsotI-xdqorxGHXxc"
"1","2026/03/04","[CITIZEN] 腕時計 CITIZEN COLLECTION BM8180-62E (シンプル/光発電エコ・ドライブ/防水) メンズ 曜日 日付 夜光 ビジネス ブラック シルバー 黒 販売: Amazon.co.jp","-16940","Amazon.co.jp","未分類","未分類","","0","3N505QGr7_ezijzq8S0Aii-pnBAM9bU4HxVyMPlQ97s"
"1","2026/03/04","Amazonギフト券・Amazonショッピングカードの金額","6299","Amazon.co.jp","未分類","未分類","","0","YRadvsHFIT9A3CwnMz4sS5-KELRSLZ80sH6Yal-Djr0"
"1","2026/03/04","AIMZENIX AX200 PCゲーミングキーボードとマウスアダプター コンバーター N-switch2対応 アプリケーション カスタマイズ用スマートジョイスティック機能 フレキシブルマッピング 1000Hzレポートレート ブートフリー ホワイト 販売: AIMZENIX 販売代理店","-6299","Amazon.co.jp","日用品","日用品","","0","QFwCiXIxDak9IwyKThdirNB0Oq53AhYSYhvq1qgmpMI"
"1","2026/03/04","Amazonギフト券・Amazonショッピングカードの金額","8250","Amazon.co.jp","未分類","未分類","","0","l7l03NDE1YcKZKDau3NVdCnCxCzDxGRPrc2DPKtU3FA"
"1","2026/03/04","BOYA BY-PM700 USBコンピュータ会議マイク, USBライブコンデンサーマイク、ポッドキャスト、ストリーミング、ゲーム、Vloggig、作業に最適な調整可能なピックアップパターンを備えたコンピュータ用 (BY-PM700) 販売: COCOGEAR-JP","-8250","Amazon.co.jp","趣味・娯楽","映画・音楽・ゲーム","","0","vNQz72VU3K3SvhaA8H8rpeTZ2rIrprHAf_jm43KSN4M"
"1","2026/03/04","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","mjtm-ridStDHPjoFaf6Kf6s_FCH_j992i05P0u0iM-s"
"0","2026/03/04","口座振替 ビューカード","-811990","SBI銀行","現金・カード","カード引き落とし","","1","fIGi1Q9GGiOyXUjBXA-q-ZFkFq2-GwEMEGIjKM9C-kQ"
"1","2026/03/03","配送料値引き","500","Amazonビジネス","未分類","未分類","","0","YU-DXU_20Hf8Tnu-oT63BSx7Woz5k8KyQOFTIkjlKq4"
"1","2026/03/03","配送料","-500","Amazonビジネス","未分類","未分類","","0","ZQ-r0-SJnX1r0PCvPuVXDRakY_jIsGmGvfSb5A1ZVH8"
"1","2026/03/03","レキシリス.ブラック スカルプローション (100ｍL) ヘアトニック 頭皮保湿ローション (ふけ/かゆみ/育毛) 無香料/薬用 医薬部外品/サロンクオリティ","-4290","Amazonビジネス","未分類","未分類","","0","puPkSK4M-1mbsxoKYCouL3ee8IEJQABiQl1q5SaCCE0"
"1","2026/03/03","2026/03/03請求分 支払い方法: Amazonギフトカードなど 注文番号: 250-3741594-4835005","4290","Amazonビジネス","未分類","未分類","","0","WaufOE9ECZEb55Xe0_vdnqJ9IlwP2rFFo2Rdn69otJc"
"1","2026/03/03","マクドナルドモバイルオーダー","-150","d払い","食費","外食","","0","I__PpMQwG6lbcW2DFW1n9MW0-5nQ4FqUoZuk3tBZumQ"
"1","2026/03/03","マクドナルドモバイルオーダー(ポイント利用分)","150","d払い","未分類","未分類","","0","M26FJgE0aUqXGTyjFncjrKa32M7rjtNCrFBUOkG0Dmc"
"1","2026/03/03","マイバスケツト","-1449","楽天カード","食費","食料品","","0","rgBvEcL8JzACpz1U3xOILqcmvgtum9P-IFkzjKd6MFs"
"1","2026/03/03","サイゼリヤ","-1750","VIEW CARD","食費","外食","","0","USuc8hWJmadEI4D223ySAmkwemd91Ddjvdh8FokPGoU"
"1","2026/03/02","キクチ ケンタ アメックス年会費","6531","RB2","未分類","未分類","","0","XOQSPRI_i2NxwlA33WLlkrobQsJOwp6Wzw1wnKWDbAg"
"1","2026/03/02","楽天銀行 エンカ支店 普通預金 4714147 菊池 麻梨奈(依頼人名:キクチ ケンタ 内容:アメックス年会費 振込予定日:2026年03月02日 管理番号:20260302-04743281)","-6531","RB1","現金・カード","カード引き落とし","","0","TqQP48qmxl9X-tTlIrjB8mxbNgjEypjIk3RyOPBvkME"
"0","2026/03/02","AMAZON.CO.JP","-150000","VIEW CARD","教養・教育","書籍","","1","n4g0u14-FngBYdo71AMLk4tLsobO_71fteBD7axhSR0"
"1","2026/03/02","Amazonギフト券・Amazonショッピングカードの金額","30870","Amazon.co.jp","未分類","未分類","","0","maS-R4b7c4v2mbgWKjIvW5W8JDqM6HnBAnlMnjaeQP8"
"1","2026/03/02","割引","410","Amazon.co.jp","未分類","未分類","","0","PaPTD-NJLZcG1d1ngHs4KwcgxbfIbemAwyOcfw347Ww"
"1","2026/03/02","Intel Core i5-14400 デスクトッププロセッサー 10コア (6 Pコア + 4 Eコア) 最大4.7 GHz。 販売: Nico mop【すり替え対策店】","-31280","Amazon.co.jp","日用品","日用品","","0","YI90Bv0xGY1_Qf-EyBi-vocouEwB5qVH50nYAIR5S8U"
"1","2026/03/02","Amazonギフトカード チャージタイプ","-150000","Amazon.co.jp","現金・カード","電子マネー","","0","76Xw0YpV-pkW2d2WGQjPvKeskXDgJCR97XBHratKjPk"
"1","2026/03/02","振込*キクチケンタ","-407961","【法人】住信SBIネット銀行","未分類","未分類","","0","lXht1qBd3g1pPyhG3h5FsgxrlUNrLTrncTFDI7yPTiM"
"1","2026/03/02","ピザハット 木月店 PizzaHut","-4194","麻梨奈三井住友カード","食費","食料品","","0","HdppDGi5Yz8FO54l2r5vTgKbPkAAtBN891qJ_QVEOiw"
"1","2026/03/02","振込*キクチホールデイングス(カ","407961","SBI銀行","未分類","未分類","","0","43FQ2_DGmdMp2OLqHNteI1XNYqwRPv4ocWWwr4dgCTM"
"1","2026/03/02","口座振替 ZHゼイリシホウシユウ","-27500","SBI銀行","その他","事業経費","","0","rIHxesAQ6S7MrQmKGKgPBFmJd0BMPRWKDQeBDXBqnsM"
"1","2026/03/02","Amazonギフト券・Amazonショッピングカードの金額","3100","Amazon.co.jp","未分類","未分類","","0","leogldtzDLXKaGk6a8wmU_TgBFSbSnU9Q6oqCXGH6Fs"
"1","2026/03/02","タカラトミー プラレール 新幹線変形ロボ シンカリオンZ シンカリオンZ 500 TYPE EVA-02 電車 おもちゃ 3歳以上 販売: T's Symphony","-3100","Amazon.co.jp","未分類","未分類","","0","gs2spUpl_uJOVn_EGPOYkFVm9kYnFCwap4VWrBKnbmU"
"1","2026/03/01","マクドナルドモバイルオーダー","-880","d払い","食費","外食","","0","QVY6IMEZ3IJWA9OoDV7pEQM7voGyJ4NjeiXpLob-4Hs"
"1","2026/03/01","マクドナルドモバイルオーダー(ポイント利用分)","880","d払い","未分類","未分類","","0","0Uxmy9BfrVcR73PyMf64Y_rXo96DB9upcOXvS00vP7o"
"1","2026/03/01","ユニクロ/NFC","-990","楽天カード","衣服・美容","衣服","","0","hfHNzW4cx4S1zSHgq5p5F6-dkTv_4Yg-Wpbe3fdsmvc"
"1","2026/03/01","リベシティ 東京都 中央区","-3300","MB","未分類","未分類","","0","1x6ywEXxgSQtR-Vv7uf5E2kNIuLrf2bGTZS7QUCQ0xo"
"1","2026/03/01","ノート 東京都 千代田区","-14900","MB","未分類","未分類","","0","S1WXD7UN_5n8nWB92eMrq4hYM_Xp-nJSuqwNCm-fGD8"
"1","2026/03/01","GOOGLE*WORKSPACE KIKUCHI-HD.NET GOOGLE","-1760","MB","通信費","情報サービス","","0","pzydvnzYIiCgPYjkrI20l-ECVIaJK0FauWeQGHPg37c"
"1","2026/03/01","Amazonポイント","7950","Amazon.co.jp","未分類","未分類","","0","Wk52QKlBQdCkTQkCvTASzs1Lqy3dPx7423osaWcDMwM"
"1","2026/03/01","妖怪ウォッチ3 スシ/テンプラ バスターズTパック - 3DS 販売: トリプルハート","-7950","Amazon.co.jp","食費","外食","","0","-CXqHBy-WMz0-tST-5H902d91_RENs0iBU8p6MUDcks"
"1","2026/03/01","振込手数料","-145","【法人】住信SBIネット銀行","その他","雑費","","0","QqnWhixNVpM5Ww-ni8UKHcmfIkfcMMlcFYBDTs7kXys"
"1","2026/03/01","振込*エトウ アキヒロ","-95212","【法人】住信SBIネット銀行","未分類","未分類","","0","9aIC6aXSu15TNFgu15r3ZFTt3WIfKIR9LKyyRAsCxHM"
